,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,F,M,College,Doctorate,Graduate,High School,Post-Graduate,Uneducated,Divorced,Married,Single,Blue,Gold,Silver
154,0.3069306930693069,0.9034034034034034,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.21495343511050316,0.9984080764499229,0.0990990990990991,0.04054054054054054,0.9861461461461462,0.6329203668718649,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
156,0.504950495049505,0.6656656656656657,1.0,0.1091091091091091,0.6691691691691692,0.788380838192817,0.978803967206657,0.17283950617283952,0.06506506506506507,0.7357357357357357,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
157,0.0,0.6656656656656657,1.0,0.1091091091091091,0.6691691691691692,0.8309550013249214,0.13513513513513514,0.02684340991108694,0.04804804804804805,0.7117117117117117,0.27227227227227224,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
159,0.3069306930693069,0.3303303303303303,0.11411411411411411,0.7352352352352352,0.11211211211211211,0.47109582726675114,0.8718718718718719,0.05963880722385554,0.06506506506506507,0.5245245245245245,0.7882882882882882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
160,1.0,0.8123123123123124,0.7027027027027026,0.3788788788788789,0.11211211211211211,0.3994082840236686,0.8993993993993993,0.1559205589056335,0.05655655655655656,0.9224224224224224,0.585085085085085,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
162,0.702970297029703,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.34184184184184185,0.9996061357660659,0.9649133310525717,0.1871871871871872,0.1816816816816817,0.9975398816323865,0.3163163163163163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
164,0.504950495049505,0.7287287287287287,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.44581751562883637,0.9364540784144839,0.02989204415217091,0.05655655655655656,0.983983983983984,0.6976976976976977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
165,0.3069306930693069,0.8123123123123124,0.27877877877877877,0.1091091091091091,0.34184184184184185,0.22507673914323528,0.38038038038038036,0.15412749547208787,0.07457457457457457,0.0905905905905906,0.943943943943944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
166,0.3069306930693069,0.4984984984984985,0.4974974974974975,0.1091091091091091,0.0,0.09732272069464545,0.8868868868868869,0.09197253666182709,0.06506506506506507,0.5245245245245245,0.6586586586586587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
167,0.3069306930693069,0.9034034034034034,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.3933933933933934,0.9832162873280019,0.04337671004337671,0.023023023023023025,0.9979267275701791,0.91991991991992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
169,0.702970297029703,0.9034034034034034,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.0,0.6001001001001001,0.292312708864974,0.3683683683683684,0.7597597597597597,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
171,0.3069306930693069,0.8613613613613613,1.0,0.7352352352352352,0.6691691691691692,0.7325813445443128,0.15515515515515516,0.08408408408408408,0.05655655655655656,0.6171171171171171,0.35835835835835833,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
174,0.504950495049505,0.4984984984984985,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.8426649457602419,0.2937937937937938,0.11686464754928746,0.12112112112112111,0.13263263263263264,0.37614283508374063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
175,0.504950495049505,0.4984984984984985,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.8578381841935249,0.6341341341341341,0.027519523986612126,0.05655655655655656,0.8128128128128128,0.40490490490490494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
177,0.3069306930693069,1.0,0.4974974974974975,0.7352352352352352,0.34184184184184185,0.4344344344344344,0.9981446963537117,0.15915915915915915,0.0960960960960961,0.9224224224224224,0.9607380001811565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
178,0.504950495049505,0.4984984984984985,1.0,0.7352352352352352,0.0,0.9926129506361719,0.44244244244244246,0.09432978897264611,0.019519519519519517,0.988988988988989,0.26226226226226224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
179,0.504950495049505,0.4984984984984985,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.4977772373144463,0.012012012012012012,0.020006466736722982,0.05655655655655656,0.2302302302302302,0.5326067494742195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
180,0.504950495049505,0.3303303303303303,0.27877877877877877,0.3788788788788789,0.11211211211211211,0.6860590278541322,0.9962851581199548,0.0836596358667666,0.009009009009009009,0.7117117117117117,0.6036036036036035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
181,1.0,0.4984984984984985,1.0,0.3788788788788789,0.6691691691691692,0.8718982246909037,0.8538043276387709,0.0502561109848559,0.027027027027027025,0.9224224224224224,0.43043043043043044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
182,0.3069306930693069,0.9814814814814815,0.7027027027027026,0.7352352352352352,0.0,0.40583924488479806,0.9753368348938114,0.21280388042565695,0.15015015015015015,0.9224224224224224,0.8593593593593594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
183,0.702970297029703,0.8613613613613613,1.0,0.3788788788788789,0.34184184184184185,0.5007507507507508,0.54004004004004,0.11650991182740028,0.033533533533533534,0.978978978978979,0.6901901901901901,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186,1.0,0.2982982982982983,0.27877877877877877,0.1091091091091091,0.0,0.7132818148446569,0.9531420309198088,0.02518293262377648,0.1086086086086086,0.8878878878878879,0.2802802802802803,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
187,0.3069306930693069,0.985985985985986,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.0,0.6131131131131131,0.045445445445445445,0.1086086086086086,0.25225225225225223,0.6986986986986987,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
188,0.3069306930693069,0.4984984984984985,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.8305283559145334,0.4289289289289289,0.046379713046379716,0.05655655655655656,0.8128128128128128,0.40990990990990994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
190,1.0,0.9034034034034034,0.7027027027027026,0.7352352352352352,0.11211211211211211,0.9355101958319185,0.9960104164368633,0.20256011638648294,0.027027027027027025,0.9992354731874878,0.36036036036036034,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
192,0.3069306930693069,0.9034034034034034,0.4974974974974975,0.3788788788788789,0.6691691691691692,0.7162311371055401,0.8043043043043043,0.1881515073414784,0.16566566566566565,0.6431431431431431,0.4904904904904905,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
194,0.3069306930693069,0.8378378378378378,0.7027027027027026,0.1091091091091091,0.11211211211211211,0.5112234100998146,0.8718718718718719,0.16316316316316315,0.24024024024024024,0.2302302302302302,0.6586586586586587,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
195,0.3069306930693069,0.3303303303303303,0.11411411411411411,0.1091091091091091,0.34184184184184185,0.7000878482312044,0.6856856856856857,0.020123950152422403,0.019519519519519517,0.25225225225225223,0.35835835835835833,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
197,1.0,0.8123123123123124,0.27877877877877877,0.7352352352352352,0.11211211211211211,0.9604858431475037,0.9933440721452912,0.10625929023555135,0.24024024024024024,0.6171171171171171,0.2972972972972973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
198,0.3069306930693069,0.9654654654654654,0.0,0.7352352352352352,0.34184184184184185,0.0,0.5305305305305306,0.006500021844518139,0.016016016016016016,0.3323323323323323,0.8018018018018018,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
199,0.702970297029703,0.4984984984984985,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.7783258868016453,0.963963963963964,0.09644410375226453,0.019519519519519517,0.988988988988989,0.45545545545545546,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
201,0.702970297029703,0.2702702702702703,0.4974974974974975,0.97997997997998,0.6691691691691692,0.8781351736343604,0.24274274274274274,0.0638523290456992,0.04804804804804805,0.7117117117117117,0.4134134134134134,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
202,1.0,0.7592592592592593,0.4974974974974975,0.97997997997998,0.6691691691691692,0.8991634376083152,0.986975621393126,0.11266141175506736,0.22572572572572572,0.18068068068068066,0.35835835835835833,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
205,0.3069306930693069,0.3633633633633634,0.27877877877877877,0.3788788788788789,0.34184184184184185,0.8593903254251362,0.08208208208208208,0.04604604604604605,0.04804804804804805,0.7117117117117117,0.3808808808808809,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
206,0.3069306930693069,0.8123123123123124,0.11411411411411411,0.9494494494494494,0.6691691691691692,0.0,0.4454454454454454,0.012928500159477588,0.04804804804804805,0.08508508508508508,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
207,0.702970297029703,0.8828828828828829,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.0,0.3943943943943944,0.010521442944651132,0.027027027027027025,0.15765765765765766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
208,0.504950495049505,1.0,0.11411411411411411,0.1091091091091091,0.34184184184184185,0.3388254052617593,0.9662865591315336,0.10231198511825669,0.16566566566566565,0.8933933933933933,0.8483483483483483,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
210,0.3069306930693069,0.4984984984984985,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.2746079412746079,0.8388388388388388,0.08142927049612286,0.04054054054054054,0.9679679679679679,0.8608608608608609,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
212,0.0,0.9034034034034034,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.8713297235580267,0.7647647647647647,0.12171097562367715,0.21121121121121122,0.9550990579268213,0.4394394394394394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
213,0.702970297029703,0.4984984984984985,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.8792743320679098,0.23573573573573575,0.07997782084061292,0.16566566566566565,0.6431431431431431,0.4618041346151946,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
214,0.504950495049505,0.4984984984984985,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.9154124173227693,0.8188188188188188,0.02470559357825992,0.016016016016016016,0.983983983983984,0.3537859007832901,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
215,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.3245455982298088,0.10510510510510511,0.04804804804804805,0.027027027027027025,0.545045045045045,0.9119119119119119,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
216,0.3069306930693069,0.24224224224224222,0.7027027027027026,0.3788788788788789,0.0,0.6867776867776867,0.28228228228228225,0.1434768101434768,0.0960960960960961,0.1111111111111111,0.44294294294294295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
219,0.3069306930693069,0.6656656656656657,0.4974974974974975,0.1091091091091091,0.6691691691691692,0.8728448955649966,0.9990831418385813,0.12812812812812813,0.033533533533533534,0.978978978978979,0.3973973973973974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
221,0.3069306930693069,0.4984984984984985,0.7027027027027026,0.1091091091091091,0.0,0.16116116116116116,0.8983983983983983,0.10141643059490087,0.019519519519519517,0.9224224224224224,0.8348348348348348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
222,1.0,0.07707707707707707,0.7027027027027026,0.7352352352352352,0.0,0.5496409277418687,0.15865865865865864,0.056056056056056056,0.027027027027027025,0.545045045045045,0.7722722722722724,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
223,0.504950495049505,0.6966966966966966,1.0,0.3788788788788789,0.6691691691691692,0.20635514871439803,0.23745392451274797,0.04479479479479479,0.013513513513513514,0.2047047047047047,0.7207207207207207,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
224,0.3069306930693069,0.13413413413413414,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.0,0.7507507507507507,0.028961494370299407,0.06506506506506507,0.9474474474474475,0.6651651651651651,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
226,0.702970297029703,0.2702702702702703,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.0,0.6701701701701701,0.10810810810810811,0.04054054054054054,0.34984984984984985,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
227,0.3069306930693069,0.3303303303303303,1.0,0.9494494494494494,0.34184184184184185,0.9258403649956979,0.7402402402402402,0.15810419681620844,0.1816816816816817,0.04704704704704705,0.39164490861618795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
228,0.3069306930693069,0.4984984984984985,0.27877877877877877,0.1091091091091091,0.6691691691691692,0.4544544544544544,0.2147147147147147,0.07859411302670274,0.1816816816816817,0.07657657657657657,0.6254389568721818,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
230,0.504950495049505,0.9484484484484484,0.4974974974974975,0.9494494494494494,0.6691691691691692,0.0,0.7167167167167168,0.003572276467743626,0.0006673340006673339,0.545045045045045,0.8773773773773773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
232,0.0,0.18568568568568566,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.6525170594718099,0.934934934934935,0.0659048631411108,0.04054054054054054,0.9224224224224224,0.5655655655655656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
233,1.0,0.4984984984984985,1.0,0.3788788788788789,0.34184184184184185,0.9761371344860785,0.8288288288288288,0.1871871871871872,0.3433433433433434,0.8708708708708709,0.3048048048048048,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
234,0.702970297029703,0.6336336336336337,1.0,0.7352352352352352,0.6691691691691692,0.3717778368323147,0.58008008008008,0.015968068157523028,0.033533533533533534,0.8708708708708709,0.8358358358358359,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
235,0.702970297029703,0.9204204204204204,0.4974974974974975,0.7352352352352352,0.34184184184184185,0.8138493717168814,0.960120927359617,0.11872718128756776,0.04804804804804805,0.9897072859721417,0.37737737737737737,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
236,1.0,0.4984984984984985,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.15058698663452186,0.48448448448448445,0.009660445786100232,0.0065065065065065065,0.512012012012012,0.999112426035503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
238,0.504950495049505,0.2122122122122122,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.8719433042563367,0.11311311311311312,0.11782294323935287,0.1086086086086086,0.8878878878878879,0.3283283283283283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
241,1.0,0.4984984984984985,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.6563856069146837,0.9508808776064255,0.2702702702702703,0.033533533533533534,0.4419419419419419,0.5205205205205206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
242,0.504950495049505,0.8613613613613613,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.0,0.5105105105105106,0.008803808935638435,0.016016016016016016,0.3323323323323323,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
243,0.3069306930693069,0.4984984984984985,0.0,0.7352352352352352,0.34184184184184185,0.5016320498043736,0.6291291291291292,0.0,0.027027027027027025,0.3003003003003003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
244,1.0,0.8828828828828829,1.0,0.3788788788788789,0.6691691691691692,0.17717717717717718,0.8468468468468469,0.08108108108108109,0.3313313313313313,0.49199199199199195,0.8243243243243243,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
245,1.0,0.8123123123123124,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.6161902142585649,0.8228228228228228,0.03855085855085855,0.1086086086086086,0.40490490490490494,0.5825825825825826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
247,0.0,0.2122122122122122,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.29122931426747123,0.8778778778778779,0.003501117284651048,0.011511511511511512,0.5710710710710711,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
249,0.702970297029703,0.4984984984984985,0.7027027027027026,0.1091091091091091,0.34184184184184185,0.7697099293417627,0.04028802899284824,0.09109109109109109,0.13513513513513514,0.004806053582384617,0.5580969318833398,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
250,0.0,0.24224224224224222,0.4974974974974975,0.1091091091091091,0.34184184184184185,0.47752126366950176,0.7627627627627628,0.07607607607607608,0.05655655655655656,0.39789789789789787,0.6536536536536537,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
251,0.504950495049505,0.4984984984984985,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.6016016016016016,0.9777909656467065,0.18618618618618618,0.12112112112112111,0.993808623438253,0.49149149149149146,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
253,0.504950495049505,0.9204204204204204,0.11411411411411411,0.9494494494494494,0.6691691691691692,0.5315066164260893,0.23745392451274797,0.002477438020646972,0.0065065065065065065,0.2157157157157157,0.5305305305305306,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
254,0.3069306930693069,1.0,0.27877877877877877,0.3788788788788789,0.6691691691691692,0.4804590655132923,0.17967967967967968,0.04564564564564565,0.0035035035035035035,0.8223223223223224,0.6546546546546547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
255,0.3069306930693069,0.4984984984984985,0.4974974974974975,0.7352352352352352,0.6691691691691692,0.2702702702702703,0.8698698698698699,0.178580919479139,0.04054054054054054,0.9935305676046418,0.6786786786786787,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
257,0.0,0.6966966966966966,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.45985985985985983,0.22372372372372373,0.0980980980980981,0.1816816816816817,0.11761761761761762,0.6736736736736737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
258,0.504950495049505,0.3633633633633634,0.11411411411411411,0.7352352352352352,0.0,0.5231548480463097,0.04963784889588683,0.06779224126820466,0.05655655655655656,0.6171171171171171,0.48158640226628896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
259,0.504950495049505,0.06306306306306306,1.0,0.7352352352352352,0.34184184184184185,0.7437824630830328,0.5015015015015015,0.11169308843727449,0.06506506506506507,0.32432432432432434,0.43743743743743746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
261,0.504950495049505,0.7287287287287287,0.0,0.9494494494494494,0.11211211211211211,0.0,0.9159159159159159,0.0026275994441772666,0.023023023023023025,0.044044044044044044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
264,0.504950495049505,0.2702702702702703,0.7027027027027026,0.1091091091091091,0.6691691691691692,0.6527948210621008,0.4454454454454454,0.05283222364826789,0.023023023023023025,0.980980980980981,0.3833833833833834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
265,0.3069306930693069,0.8828828828828829,0.7027027027027026,0.3788788788788789,0.34184184184184185,0.6525170594718099,0.44844844844844844,0.07207207207207207,0.013513513513513514,0.2047047047047047,0.5515515515515516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
268,0.504950495049505,0.9734734734734735,0.0,0.7352352352352352,0.6691691691691692,0.4975629822080329,0.9059059059059059,0.017772771314012937,0.009009009009009009,0.06256256256256257,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
269,0.702970297029703,0.6656656656656657,0.27877877877877877,0.7352352352352352,0.6691691691691692,0.2555592990375599,0.8308308308308309,0.02913425963853079,0.009009009009009009,0.9997708561094152,0.8018018018018018,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
272,0.504950495049505,0.8613613613613613,1.0,0.3788788788788789,0.34184184184184185,0.33433433433433435,0.6781781781781782,0.04704704704704705,0.0960960960960961,0.48098098098098097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
273,1.0,0.7287287287287287,0.4974974974974975,0.7352352352352352,0.0,0.7177177177177178,0.7167167167167168,0.1267185431877375,0.005005005005005005,0.9798100216178589,0.3938938938938939,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
274,1.0,0.4984984984984985,0.4974974974974975,0.7352352352352352,0.6691691691691692,0.7840218304409285,0.6986986986986987,0.0258481421647819,0.0960960960960961,0.1871871871871872,0.43543543543543545,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
275,0.3069306930693069,0.24224224224224222,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.28128128128128127,0.5615615615615616,0.043043043043043044,0.07457457457457457,0.9637473243157078,0.8938938938938938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
276,0.702970297029703,0.4984984984984985,0.0,0.1091091091091091,0.34184184184184185,0.5036164338669487,0.8068068068068068,0.006060823381712759,0.009009009009009009,0.9224224224224224,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
277,0.3069306930693069,0.06306306306306306,0.4974974974974975,0.3788788788788789,0.0,0.24846759213616953,0.7202202202202201,0.14655273462485666,0.1086086086086086,0.5905905905905906,0.6424334072790131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
